CaseOrder,Customer_id,Interaction,City,State,County,Zip,Lat,Lng,Population,Area,Timezone,Job,Children,Age,Education,Employment,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,item1,item2,item3,item4,item5,item6,item7,item8
3686,U784524,c3ba073d-aa31-4245-8d3f-f894837af4a8,Helix,OR,Umatilla,97835,45.91001,-118.7866,276.0,Urban,America/Los_Angeles,Holiday representative,4.0,71.0,"9th Grade to 12th Grade, No Diploma",Full Time,56728.64,Divorced,Female,No,9.76,15.0,1.0,1.0,No,One year,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,No,Credit Card (automatic),20.5,181.86,1766.61,4,3,5,5,2,5,4,6
3687,C67850,2b08cefb-8520-4792-bf99-6580f928b39e,Battletown,KY,Meade,40104,38.09163,-86.34151,969.0,Suburban,America/New_York,IT trainer,5.0,30.0,Nursery School to 8th Grade,Full Time,30113.06,Divorced,Female,No,10.92,10.0,0.0,0.0,,Two Year,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,No,No,Electronic Check,11.93,170.66,1433.51,2,4,4,4,4,2,2,3
3688,I693971,125c2640-59bd-4ebf-9154-35ea1a0d2661,Columbus,OH,Franklin,43227,39.94485,-82.88937,24296.0,Rural,America/New_York,Primary school teacher,2.0,39.0,Professional School Degree,Full Time,24654.14,Widowed,Male,No,16.85,14.0,2.0,1.0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,Yes,Yes,No,No,Yes,Mailed Check,9.47,136.34,865.35,2,4,3,4,4,3,4,3
3689,Q52428,77b04329-0de7-49e9-a25c-bb1b68160364,Three Forks,MT,Gallatin,59752,45.9492,-111.5064,3378.0,Suburban,America/Denver,Further education lecturer,2.0,72.0,No Schooling Completed,Full Time,34620.48,Married,Female,Yes,7.77,13.0,1.0,1.0,,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,No,No,Mailed Check,8.12,173.07,993.0,3,3,4,2,5,3,3,3
3690,T770495,79344bf8-f513-4ad6-bf11-ef67e8a0c128,Merchantville,NJ,Camden,8109,39.95038,-75.05044,22385.0,Rural,America/New_York,Exhibition designer,3.0,77.0,Regular High School Diploma,Full Time,17176.57,Widowed,Female,Yes,9.1,8.0,2.0,0.0,,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,,No,No,Yes,Electronic Check,7.49,182.98,939.49,3,3,3,4,4,3,4,4
3691,H106495,9b73f680-7cae-4001-969b-a226df2be59c,Allison,PA,Fayette,15413,39.98532,-79.87133,593.0,Urban,America/New_York,"Programmer, multimedia",2.0,59.0,Nursery School to 8th Grade,Unemployed,12498.28,Separated,Female,No,37.62,15.0,0.0,0.0,No,Two Year,No,No,None,No,Yes,Yes,No,No,Yes,Yes,No,No,Credit Card (automatic),9.45,181.08,1149.01,4,3,6,4,3,3,4,4
3692,T273994,42f534b5-3682-4d10-8a1f-4aa1e6759358,Annawan,IL,Henry,61234,41.42078,-89.91831,1267.0,Suburban,America/Chicago,Dancer,1.0,48.0,Bachelor's Degree,Student,41250.17,Divorced,Male,No,10.92,9.0,1.0,0.0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Bank Transfer(automatic),5.85,183.15,1338.19,4,5,5,3,4,4,3,3
3693,D18475,70c2dada-38bd-4ecb-96d7-3cc6e055aa0d,Oklahoma City,OK,Oklahoma,73121,35.52108,-97.4409,3558.0,Suburban,America/Chicago,Actor,2.0,89.0,Associate's Degree,Student,26175.98,Separated,Male,Yes,13.91,12.0,1.0,0.0,,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,Yes,No,Yes,No,Credit Card (automatic),7.28,140.63,2861.69,3,2,4,5,2,5,6,3
3694,T900913,0787fce0-7ccc-423f-b410-54640b42eacd,Coulterville,IL,Randolph,62237,38.18906,-89.5691,2435.0,Suburban,America/Chicago,"Lighting technician, broadcasting/film/video",1.0,57.0,"Some College, Less than 1 Year",Part Time,66253.35,Widowed,Male,Yes,6.99,9.0,0.0,0.0,Yes,Month-to-month,Yes,Yes,None,Yes,No,No,Yes,No,Yes,No,Yes,No,Bank Transfer(automatic),1.87,149.46,427.81,3,3,2,3,4,2,2,6
3695,S312870,d7ad8727-9f44-4d95-969f-ec18290ebc6a,Santa Maria,CA,Santa Barbara,93454,34.93667,-120.2348,40604.0,Suburban,America/Los_Angeles,Museum/gallery exhibitions officer,1.0,59.0,Associate's Degree,Full Time,16600.61,Married,Female,Yes,10.0,10.0,2.0,0.0,,Month-to-month,No,No,None,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Electronic Check,2.24,187.13,722.84,2,2,3,3,4,3,3,3
3696,N290240,17b7572d-abd8-4243-b373-1395c469c3d2,Danville,IL,Vermilion,61832,40.13617,-87.63648,34918.0,Suburban,America/Chicago,"Research officer, political party",6.0,21.0,Bachelor's Degree,Full Time,48268.53,Never Married,Prefer not to answer,Yes,11.62,10.0,1.0,0.0,,Month-to-month,No,No,DSL,No,No,No,No,Yes,Yes,No,Yes,Yes,Credit Card (automatic),3.99,154.1,1261.33,4,3,4,3,4,3,3,4
3697,F330383,edab9229-4d27-40f0-9fe0-0568f2b8c444,New Milford,NJ,Bergen,7646,40.93369,-74.01956,16578.0,Rural,America/New_York,Environmental consultant,0.0,61.0,Regular High School Diploma,Full Time,78748.75,Never Married,Female,No,35.43,15.0,1.0,0.0,,One year,No,No,None,No,No,Yes,No,Yes,No,Yes,No,No,Electronic Check,1.67,148.14,514.23,4,4,3,5,2,5,4,5
3698,P351564,05b93a1c-cd88-4f8c-b295-42ef15156448,Duck Hill,MS,Montgomery,38925,33.62764,-89.63211,2616.0,Rural,America/Chicago,Health and safety adviser,2.0,45.0,Regular High School Diploma,Full Time,10124.99,Never Married,Male,Yes,4.37,12.0,0.0,2.0,Yes,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,No,No,Yes,Yes,Credit Card (automatic),10.36,126.75,1612.49,5,4,4,3,3,3,3,5
3699,J834972,212d3b37-5a82-4676-a14c-cdc971b12997,Courtland,AL,Lawrence,35618,34.64788,-87.30612,1851.0,Suburban,America/Chicago,Archaeologist,0.0,60.0,"Some College, Less than 1 Year",Unemployed,8058.36,Widowed,Female,No,14.3,12.0,3.0,0.0,No,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Mailed Check,22.52,175.56,2587.9,1,2,2,3,3,2,1,2
3700,O983275,11b5f603-6285-439a-a050-4ef6347ab8c6,Levasy,MO,Jackson,64066,39.1382,-94.12649,38.0,Rural,America/Chicago,Risk manager,3.0,30.0,Bachelor's Degree,Unemployed,36755.73,Separated,Male,No,38.97,10.0,1.0,0.0,,One year,No,Yes,None,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Mailed Check,15.84,200.05,1945.62,4,3,4,3,4,4,3,4
3701,N367856,5f15427a-11da-48dd-8703-0c1222d8f3ce,Wetumpka,AL,Elmore,36092,32.61799,-86.19335,19843.0,Urban,America/Chicago,"Scientist, research (medical)",4.0,69.0,Associate's Degree,Full Time,31693.07,Never Married,Female,Yes,13.0,13.0,0.0,0.0,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,No,Bank Transfer(automatic),16.64,183.23,2159.0,4,4,2,3,3,3,5,5
3702,C250137,555a891e-db23-489c-97c3-f7d89e4cd16d,Alexandria,MO,Clark,63430,40.38959,-91.54038,680.0,Urban,America/Chicago,"Administrator, sports",3.0,22.0,Bachelor's Degree,Full Time,69455.07,Widowed,Prefer not to answer,No,9.58,14.0,1.0,2.0,No,Two Year,Yes,No,DSL,Yes,Yes,No,No,Yes,,Yes,No,No,Credit Card (automatic),4.43,161.66,1301.18,3,4,3,4,3,5,4,3
3703,P764987,4100887b-b960-41d5-8611-84b0fba3fea7,Lenexa,KS,Johnson,66220,38.96109,-94.82148,7169.0,Suburban,America/Chicago,Phytotherapist,1.0,40.0,Bachelor's Degree,Full Time,42568.16,Married,Female,Yes,41.74,11.0,1.0,1.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Credit Card (automatic),6.32,223.0,907.51,3,1,4,2,3,4,3,3
3704,Z606822,e6ee1f60-b38c-4be6-b179-1545bbcf52f7,Newark,CA,Alameda,94560,37.52038,-122.031,46276.0,Urban,America/Los_Angeles,Arts development officer,4.0,51.0,"Some College, 1 or More Years, No Degree",Full Time,85352.98,Separated,Male,Yes,12.2,15.0,1.0,0.0,No,One year,No,No,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Electronic Check,17.19,256.31,2692.71,3,4,3,3,3,3,5,5
3705,K431806,ad3776fe-79d3-4ccb-b230-e34b37a938b7,Frederick,MD,Frederick,21703,39.36777,-77.46957,36265.0,Urban,America/New_York,Archivist,7.0,30.0,Regular High School Diploma,Full Time,10773.24,Married,Female,Yes,6.86,15.0,1.0,0.0,,Two Year,Yes,No,DSL,Yes,No,No,No,Yes,No,No,No,Yes,Credit Card (automatic),2.14,104.46,951.03,3,3,3,3,4,3,3,3
3706,S530674,156cef2f-5d75-4566-9175-f435009a95d8,Fulton,MI,Kalamazoo,49052,42.11428,-85.32073,939.0,Rural,America/Detroit,Architectural technologist,8.0,41.0,Associate's Degree,Full Time,60834.36,Never Married,Female,Yes,8.57,8.0,0.0,0.0,,Month-to-month,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Mailed Check,9.2,142.76,1697.17,5,4,2,4,4,4,5,5
3707,W347019,cc0a8e7f-a3ec-464b-a6b7-641816e7035e,Bowman,ND,Bowman,58623,46.18895,-103.4257,2275.0,Rural,America/Denver,English as a second language teacher,1.0,56.0,Regular High School Diploma,Full Time,25009.73,Married,Female,Yes,12.33,13.0,1.0,0.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Mailed Check,22.6,162.71,2371.32,5,3,4,5,3,6,4,4
3708,M537561,ccb08bed-c311-4e96-95b0-3a25e2c560dd,Solon,ME,Somerset,4979,44.943,-69.79266,884.0,Suburban,America/New_York,Holiday representative,4.0,42.0,"Some College, Less than 1 Year",Full Time,41831.89,Divorced,Male,Yes,14.34,12.0,2.0,1.0,No,Month-to-month,No,No,None,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Mailed Check,11.21,243.54,4527.54,4,3,3,3,3,4,3,4
3709,J706158,e610a9b1-bd24-4f65-adcd-af7942f9e0e7,Birch Tree,MO,Shannon,65438,36.92524,-91.50254,2455.0,Rural,America/Chicago,Tourism officer,3.0,64.0,"9th Grade to 12th Grade, No Diploma",Student,61022.41,Never Married,Female,No,11.19,13.0,1.0,0.0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,Yes,No,Yes,No,No,Yes,Mailed Check,5.21,148.27,567.55,3,4,3,5,3,3,4,2
3710,M252621,0f9f4a33-24bf-4148-ac1d-3e2abf52ab94,Mocksville,NC,Davie,27028,35.92348,-80.57515,26044.0,Rural,America/New_York,Leisure centre manager,2.0,58.0,Associate's Degree,Unemployed,17116.5,Divorced,Female,No,16.54,14.0,0.0,0.0,,Two Year,No,No,DSL,Yes,No,No,Yes,No,Yes,Yes,No,No,Credit Card (automatic),1.22,153.89,776.58,4,4,4,5,3,4,4,4
3711,B256842,b005db47-7a1c-4f7a-9f2c-29fa2eb677ff,Roxobel,NC,Bertie,27872,36.19493,-77.2603,480.0,Rural,America/New_York,Retail manager,0.0,75.0,Bachelor's Degree,Student,8164.76,Divorced,Female,No,11.46,11.0,1.0,1.0,No,Month-to-month,Yes,No,None,Yes,No,No,Yes,Yes,No,No,No,No,Bank Transfer(automatic),4.23,117.16,439.05,3,4,3,5,3,4,4,3
3712,W803351,7b5c9844-7888-4181-92b7-3c94e0f56c96,Notasulga,AL,Macon,36866,32.55437,-85.71545,3758.0,Urban,America/Chicago,Licensed conveyancer,0.0,38.0,Master's Degree,Full Time,45150.63,Divorced,Male,No,14.67,9.0,0.0,0.0,,Month-to-month,No,No,DSL,Yes,No,Yes,No,No,No,Yes,No,Yes,Electronic Check,11.7,120.01,1725.43,2,3,3,3,3,3,4,3
3713,T168495,3ce95659-0a85-45b8-bbfd-bb9ee59d8fd9,Chino,CA,San Bernardino,91708,33.95398,-117.6405,3892.0,Urban,America/Los_Angeles,Training and development officer,2.0,63.0,Nursery School to 8th Grade,Full Time,7141.05,Separated,Male,Yes,15.46,15.0,0.0,0.0,No,Month-to-month,Yes,No,Fiber Optic,,No,Yes,No,Yes,Yes,Yes,No,No,Bank Transfer(automatic),7.22,164.48,802.96,4,3,2,2,2,4,4,4
3714,C565791,3789a6ae-1b1a-45ae-b1ad-792785ee719c,Black River,MI,Alcona,48721,44.80513,-83.34554,463.0,Urban,America/Detroit,Mechanical engineer,4.0,52.0,"Some College, 1 or More Years, No Degree",Full Time,36983.01,Never Married,Female,Yes,7.71,16.0,1.0,0.0,No,Month-to-month,Yes,No,DSL,,Yes,Yes,Yes,No,,No,No,No,Electronic Check,4.55,162.32,1143.8,5,5,3,6,2,5,3,4
3715,Z888878,749b014f-298b-404d-91b9-0503f401c334,Lyons Falls,NY,Lewis,13368,43.63877,-75.27511,1063.0,Suburban,America/New_York,Therapeutic radiographer,1.0,47.0,Nursery School to 8th Grade,Part Time,84067.95,Separated,Male,Yes,7.38,8.0,0.0,0.0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Electronic Check,19.21,192.1,1928.36,3,4,2,3,4,1,3,2
3716,Z958847,5e99b1f7-8dcd-47c4-8a19-4c72e63f55cf,Laura,IL,Peoria,61451,40.94578,-89.93875,331.0,Suburban,America/Chicago,"Journalist, magazine",0.0,47.0,"9th Grade to 12th Grade, No Diploma",Full Time,45579.61,Separated,Male,No,11.43,15.0,1.0,2.0,No,One year,Yes,No,DSL,Yes,Yes,No,No,No,No,Yes,No,No,Electronic Check,4.09,149.75,1114.58,5,5,4,5,2,4,4,3
3717,N11819,1ece54f6-a9c6-4593-bdd9-d99c845d4ec0,Hennepin,IL,Putnam,61327,41.22683,-89.30943,1326.0,Urban,America/Chicago,Market researcher,1.0,47.0,Bachelor's Degree,Full Time,45133.64,Never Married,Male,No,10.28,13.0,1.0,0.0,No,Month-to-month,No,Yes,None,Yes,No,Yes,No,No,No,No,No,Yes,Electronic Check,1.18,82.69,320.98,4,5,4,4,4,4,4,4
3718,L303301,65e67d0f-33f8-43e4-870b-630e1d338a06,Schlater,MS,Leflore,38952,33.62118,-90.34601,432.0,Suburban,America/Chicago,Automotive engineer,4.0,74.0,Nursery School to 8th Grade,Full Time,1987.78,Separated,Male,No,4.3,9.0,1.0,0.0,,Two Year,No,No,DSL,Yes,No,No,No,Yes,,No,Yes,Yes,Credit Card (automatic),12.76,140.03,1826.03,2,2,4,5,3,2,3,3
3719,B311103,e30ae015-98ff-4aa9-93e0-7feef3995d81,Sherwood,TN,Franklin,37376,35.04786,-85.95589,351.0,Urban,America/Chicago,Equities trader,0.0,62.0,Regular High School Diploma,Full Time,67508.58,Married,Female,No,8.56,8.0,2.0,0.0,Yes,Two Year,Yes,No,DSL,Yes,No,No,No,Yes,No,No,No,No,Electronic Check,3.08,104.28,707.19,4,3,4,4,4,3,3,4
3720,D952460,43b41f4d-e18a-4a09-8237-662f034f1acd,Primrose,NE,Boone,68655,41.65525,-98.25059,203.0,Rural,America/Chicago,"Secretary, company",3.0,35.0,"Some College, 1 or More Years, No Degree",Full Time,32512.57,Married,Female,No,2.66,10.0,1.0,1.0,,Month-to-month,Yes,Yes,Fiber Optic,,No,No,No,No,No,No,No,Yes,Credit Card (automatic),7.12,110.58,658.63,3,3,2,2,5,3,4,3
3721,H958211,2634f4c3-c515-48c7-b9f4-e5d2dac229e4,Glenford,NY,Ulster,12433,42.00337,-74.15849,549.0,Suburban,America/New_York,Microbiologist,1.0,49.0,Regular High School Diploma,Full Time,99120.55,Separated,Female,Yes,9.23,13.0,1.0,0.0,No,Month-to-month,Yes,No,None,Yes,Yes,Yes,Yes,No,,Yes,Yes,Yes,Bank Transfer(automatic),5.32,231.92,1163.64,4,4,5,4,3,4,3,4
3722,H873603,dc581562-a6bf-41aa-9bdf-6f070277564e,Edmond,OK,Oklahoma,73012,35.66753,-97.59363,37639.0,Urban,America/Chicago,TEFL teacher,4.0,78.0,Associate's Degree,Full Time,35738.68,Widowed,Female,No,7.56,15.0,1.0,0.0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Credit Card (automatic),7.74,194.66,1003.92,5,4,5,4,4,3,4,4
3723,E645585,f177d5a2-f2b7-4cff-ab33-02f63e98fe5d,Farmland,IN,Randolph,47340,40.18107,-85.1323,2848.0,Urban,America/Indiana/Indianapolis,"Physicist, medical",2.0,19.0,Regular High School Diploma,Student,36428.92,Never Married,Female,Yes,4.96,11.0,3.0,0.0,Yes,Month-to-month,Yes,No,DSL,Yes,No,Yes,No,No,Yes,No,Yes,No,Bank Transfer(automatic),4.47,143.17,1116.48,4,5,5,2,2,5,2,4
3724,I119198,a25724be-4b06-439c-88b7-e3cd120d9095,Burbank,CA,Los Angeles,91501,34.20052,-118.2958,20300.0,Suburban,America/Los_Angeles,Bookseller,0.0,57.0,Associate's Degree,Unemployed,19168.31,Never Married,Female,Yes,10.92,11.0,1.0,0.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Credit Card (automatic),4.93,228.45,1147.36,3,3,3,5,2,4,4,2
3725,J519616,4305d399-5a47-4ff4-99a5-d9a7630b1e6d,Englewood,CO,Arapahoe,80113,39.64216,-104.9625,23117.0,Suburban,America/Denver,Economist,4.0,62.0,Regular High School Diploma,Full Time,17038.61,Widowed,Male,Yes,12.02,14.0,0.0,0.0,,One year,Yes,No,None,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Bank Transfer(automatic),16.22,197.13,2060.24,2,1,2,4,3,2,2,2
3726,R939963,537eca90-aa44-4d6c-8b16-a45fe9800b83,Temple,NH,Hillsborough,3084,42.82853,-71.85495,1307.0,Suburban,America/New_York,"Research officer, government",1.0,57.0,Bachelor's Degree,Full Time,26079.73,Married,Female,No,14.32,14.0,1.0,1.0,,Two Year,No,No,DSL,No,Yes,No,No,Yes,No,No,Yes,Yes,Credit Card (automatic),13.06,173.28,1803.77,3,3,2,4,4,3,4,4
3727,H714009,7526dc96-a602-4820-ad1c-78e8cba5581e,West Forks,ME,Somerset,4985,45.37082,-69.94296,52.0,Suburban,America/New_York,"Designer, textile",4.0,34.0,"Some College, 1 or More Years, No Degree",Retired,64363.6,Never Married,Male,No,10.0,14.0,1.0,0.0,No,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,Yes,,No,No,No,Electronic Check,20.88,127.17,2435.58,3,3,4,5,2,4,4,3
3728,J614079,06855b6f-f819-4ceb-8547-d2f8dd9f232e,Camano Island,WA,Island,98282,48.18657,-122.4707,16427.0,Rural,America/Los_Angeles,Clinical embryologist,0.0,87.0,"Some College, Less than 1 Year",Full Time,40870.51,Divorced,Female,No,11.74,13.0,0.0,0.0,No,Two Year,No,No,DSL,,No,No,Yes,No,No,No,Yes,No,Bank Transfer(automatic),13.07,149.81,1612.71,4,5,5,3,4,5,4,6
3729,I898708,8f622d7f-2cda-4bb9-96c3-cc562d0b6aa4,Montchanin,DE,New Castle,19710,39.79503,-75.58815,0.0,Urban,America/New_York,"Sales professional, IT",1.0,55.0,Regular High School Diploma,Full Time,21549.44,Divorced,Male,No,12.62,11.0,2.0,0.0,No,Two Year,Yes,No,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Credit Card (automatic),4.08,111.57,426.43,4,3,5,2,5,3,3,3
3730,L575000,2be1e7f9-7ec1-48ef-93fd-6661df258992,Grand Forks,ND,Grand Forks,58203,47.97219,-97.15495,17094.0,Suburban,America/Chicago,Sport and exercise psychologist,3.0,31.0,Bachelor's Degree,Full Time,33565.09,Divorced,Male,Yes,12.67,16.0,2.0,0.0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,No,Credit Card (automatic),3.28,182.69,778.2,3,4,4,3,3,4,5,3
3731,P121501,3bef9c27-8163-49e9-a68c-3203a302f528,Lookout,CA,Modoc,96054,41.26649,-121.1004,339.0,Suburban,America/Los_Angeles,Publishing rights manager,0.0,24.0,GED or Alternative Credential,Retired,16614.09,Widowed,Female,Yes,12.62,14.0,1.0,0.0,No,Month-to-month,No,No,DSL,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Mailed Check,5.65,176.0,1268.04,2,2,2,3,4,2,3,3
3732,O991053,e2c39250-c984-46b9-8a92-53d30c0bce18,Bethesda,MD,Montgomery,20817,38.99815,-77.14857,36681.0,Urban,America/New_York,"Conservation officer, historic buildings",4.0,60.0,Nursery School to 8th Grade,Full Time,28894.68,Never Married,Male,No,7.38,4.0,3.0,0.0,No,Two Year,No,No,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,No,No,Mailed Check,19.91,164.18,2049.8,2,3,2,3,3,3,4,3
3733,V599007,ac1be261-74c0-4101-a894-c045ffe2bd74,Bidwell,OH,Gallia,45614,38.92975,-82.27709,4825.0,Suburban,America/New_York,"Pilot, airline",5.0,84.0,"9th Grade to 12th Grade, No Diploma",Student,59919.2,Separated,Female,No,3.17,9.0,1.0,0.0,No,Two Year,No,Yes,Fiber Optic,,No,No,Yes,Yes,Yes,No,No,Yes,Bank Transfer(automatic),24.95,160.85,2265.63,4,4,4,4,2,3,4,3
3734,Y790493,2cdb9bd3-a37d-4d8b-8409-c287d1a7ee0e,Mc Neil,AR,Columbia,71752,33.40087,-93.19549,845.0,Rural,America/Chicago,Event organiser,5.0,65.0,"Some College, 1 or More Years, No Degree",Full Time,55714.69,Never Married,Female,No,12.28,9.0,2.0,0.0,No,One year,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Electronic Check,7.49,205.58,1236.01,2,3,2,5,3,5,4,4
3735,O683824,b9da9d9f-444d-4fb1-9a6e-0b42dee3377e,Bunker Hill,IN,Miami,46914,40.63118,-86.09558,1484.0,Urban,America/Indiana/Indianapolis,Mudlogger,1.0,33.0,Master's Degree,Unemployed,59346.15,Widowed,Male,No,8.49,13.0,0.0,1.0,No,Two Year,Yes,No,Fiber Optic,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Mailed Check,24.32,205.13,1401.3,4,2,3,4,5,2,3,2
3736,J238568,9f5946e5-4590-4c97-b032-d65cf29184b3,Fort Myers,FL,Lee,33916,26.63434,-81.83912,23438.0,Rural,America/New_York,"Social research officer, government",3.0,72.0,"9th Grade to 12th Grade, No Diploma",Unemployed,22780.89,Divorced,Male,No,8.49,15.0,0.0,1.0,,Two Year,No,Yes,None,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Credit Card (automatic),22.71,182.68,2288.98,4,5,3,4,4,3,3,3
3737,C22138,5af50cca-e33e-4844-b888-5cf58f3ab73f,Falcon,NC,Cumberland,28342,35.19194,-78.64973,233.0,Suburban,America/New_York,Statistician,4.0,18.0,"Some College, 1 or More Years, No Degree",Student,20592.92,Widowed,Female,Yes,8.85,10.0,1.0,0.0,No,Month-to-month,Yes,No,Fiber Optic,No,Yes,No,No,No,Yes,Yes,No,Yes,Mailed Check,9.46,181.71,1700.98,5,4,5,4,3,5,4,3
3738,C827453,f69046d7-13d6-4b50-9ebb-e4cacb8da795,San Jose,CA,Santa Clara,95148,37.33539,-121.7793,48854.0,Urban,America/Los_Angeles,Building surveyor,0.0,58.0,Nursery School to 8th Grade,Full Time,25857.74,Married,Male,No,6.69,12.0,0.0,0.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,No,Yes,No,No,Yes,Credit Card (automatic),17.02,147.15,1544.58,5,4,5,5,3,4,4,3
3739,S123232,86ea8900-243a-4923-b532-f33b8963bf0d,Syracuse,OH,Meigs,45779,38.99819,-81.97175,753.0,Urban,America/New_York,Materials engineer,3.0,70.0,"Some College, 1 or More Years, No Degree",Full Time,8528.16,Widowed,Female,No,10.73,9.0,1.0,2.0,Yes,Two Year,No,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,No,No,Electronic Check,18.81,160.97,1956.71,5,5,5,3,3,3,4,4
3740,X680212,0582dcb9-db8b-4079-83c4-bb920df05761,Rio Vista,TX,Johnson,76093,32.21723,-97.3949,1753.0,Suburban,America/Chicago,Physiotherapist,3.0,64.0,Bachelor's Degree,Full Time,46947.94,Divorced,Female,Yes,8.05,12.0,1.0,0.0,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Yes,Bank Transfer(automatic),1.48,207.38,650.92,4,3,5,3,4,2,5,4
3741,H232921,3c3b14c6-9f22-46f4-b5e2-aae20e056f71,Emerson,IA,Mills,51533,41.03613,-95.38042,838.0,Suburban,America/Chicago,"Designer, graphic",2.0,81.0,Bachelor's Degree,Full Time,42645.39,Never Married,Female,Yes,9.12,12.0,2.0,0.0,,One year,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Electronic Check,16.56,257.64,2509.37,5,4,5,2,5,5,4,4
3742,D71220,9b0f4dba-37a9-41ad-bae2-067c847f2994,Bent Mountain,VA,Roanoke,24059,37.15457,-80.13587,872.0,Rural,America/New_York,Research scientist (physical sciences),4.0,28.0,Bachelor's Degree,Unemployed,77751.56,Separated,Female,Yes,8.93,13.0,1.0,0.0,Yes,One year,Yes,No,Fiber Optic,Yes,Yes,No,No,No,,Yes,Yes,No,Electronic Check,2.66,252.25,942.18,6,4,6,2,4,5,5,3
3743,W397726,7426437f-bbff-4767-a96d-5d9b976a1580,Eads,TN,Fayette,38028,35.1831,-89.63486,6965.0,Rural,America/Chicago,Senior tax professional/tax inspector,4.0,26.0,Nursery School to 8th Grade,Full Time,74229.42,Separated,Male,Yes,6.28,6.0,1.0,1.0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Bank Transfer(automatic),12.29,207.3,987.27,4,4,4,4,2,3,4,5
3744,K218632,c3e9b245-04d2-4530-8d67-c6fc5c1bb0c4,Carver,MN,Carver,55315,44.71842,-93.68698,5651.0,Suburban,America/Chicago,"Solicitor, Scotland",4.0,60.0,"Some College, 1 or More Years, No Degree",Full Time,32902.71,Never Married,Female,No,13.21,16.0,0.0,0.0,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,No,Yes,No,No,Yes,Bank Transfer(automatic),13.02,148.85,1694.3,2,3,1,3,3,3,3,1
3745,Z624812,fae94fd9-1a02-404c-a52f-7b9e78b8cef4,Milltown,NJ,Middlesex,8850,40.44724,-74.44011,8488.0,Suburban,America/New_York,Copy,3.0,58.0,Master's Degree,Unemployed,147682.0,Divorced,Female,Yes,5.21,14.0,1.0,1.0,,Month-to-month,No,No,DSL,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Electronic Check,12.67,161.4,1626.33,4,4,4,3,4,4,3,3
